Tweet,Suicide,Tweet_pt
i m not good at pretending that i am ok so i look like shit i dont smile i still have acne i am 19 i have black circles under my eyes and i have a very pale skin cuz i never leave my house only when i go to school so people stare at me every day some of them point at me and they just laugh some of them give me that disgusted look and some of them just tell me that i m ugly or that i look like a fucking methhead i m so fucking depressed for many other reasons but i think this is the worst one i also have social anxiety so i dont have any friends and i never had a gf when i try to talk to someone i just turn red and its so embarrassing i have already attempted suicide last month and i still feel like shit,Potential Suicide post ,"Não sou boa em fingir que estou bem, então eu sinto que estou péssima. Não sorrio, ainda tenho acne, tenho 19 anos, tenho círculos negros sob meus olhos e tenho uma pele muito pálida porque nunca saio de casa, a não ser quando vou à escola, então as pessoas me encaram todos os dias. Alguns deles apontam para mim e riem, outros me dão aquele olhar desgostoso e alguns simplesmente dizem que eu sou feia ou que eu pareço um viciado em metanfetamina. Estou tão depressa por muitas outras razões, mas acho que essa é a pior. Além disso, tenho ansiedade social, então não tenho amigos e nunca tive uma namorada. Quando tento falar com alguém, eu simplesmente me envergonho e me sinto vermelha. Tentei suicídio no último mês e ainda estou me sentindo péssima."
If you're tired of living for the 1st and 15th and you NEED to do some IMMEDIATELY...like when your regular deodoraâ¦ https://t.co/6xpv0nBVua,Potential Suicide post ,Se você está cansado de viver para o 1º e 15º e precisa fazer algo IMEDIATAMENTE...como quando seu desodorante regular... https://t.co/6xpv0nBVua
I want you to come home right after school.,Not Suicide post,Eu quero que você venha para casa logo após a escola.
"@hellomonette,buk - cdo,i dont want to be here anymore",Potential Suicide post ,"@hellomonette,buk - cdO, não quero mais estar aqui"
RT @EekrawK: This is my sister-in-law Sana on the left and her on the right. It's nice to hire your family members and create a conflict oâ¦,Not Suicide post,"RT @EekrawK: Esta é minha cunhada Sana à esquerda e ela à direita. É bom contratar familiares e criar um conflito de interesses, não é?"
in debt i will kill myself on thursday i am going to stab myself in the stomach or take a lot of pills i m not sure which to do yet sorry for spelling and grammar i am sure nobody here cares anyways ,Potential Suicide post ,em dívida vou me matar na quinta-feira vou me esfaquear no estômago ou tomar muitas pílulas não sei qual fazer ainda peço desculpa pelo meu mau ortografia e gramática eu sei que ninguém aqui se importa de qualquer forma
@whiskymac1746 Afternoon to you too,Not Suicide post,@whiskymac1746 Boa tarde também!
Today i almost kill myself because I almost hit by a car.,Not Suicide post,Hoje eu quase morri porque quase fui atropelado por um carro.
It's always great to hear from actors whom I've directed! Trying to encourage them to join Twitter!,Not Suicide post,É sempre ótimo ouvir de atores que eu dirigi! Tentando encorajá-los a se juntarem ao Twitter!
@ShannonRenee,Not Suicide post,@ShannonRenee
I want to go park.,Not Suicide post,Quero ir ao parque.
Last few hour in England...,Not Suicide post,Últimas horas na Inglaterra...
"@mcherrywv pleasant is right thank u V8 ppl, ur the best!!!",Not Suicide post,"@mc cherrywv agradecida é certo obrigada V8 ppls, vcs são os melhores!!!"
how many people does he wanna rip it out of really,Not Suicide post,quantas pessoas ele quer arrancar de verdade
I LOVE sleeping until I'm FINISHED!,Not Suicide post,Eu adoro dormir até estar PRONTO!
"@spindlestudios Why, yes, she is the exceptionally talented goose that works for you! And, Brioso, well, you just wouldn't understand.",Not Suicide post,"@spindlestudios Por que sim, ela é a excepcionalmente talentosa gansa que trabalha para você! E, Brioso, bem, você simplesmente não entenderia."
everyone follow kade,Not Suicide post,Todos sigam Kade
"@GlamLifeGuru Omg!!!! Theres fires and craziness goin on and you cant go home cause of it, and people are seriouslyâ¦ https://t.co/TFVjk6d2m7",Potential Suicide post ,"@GlamLifeGuru Ahahahaha!!!!! Há incêndios e loucura acontecendo e você não pode ir para casa por causa disso, e as pessoas estão sérias..."
@olimould Lewis,Not Suicide post,@Olimould Lewis
honestly i'm so tired of everything and myself can i just die already,Potential Suicide post ,honestamente eu estou tão cansado de tudo e de mim mesmo posso apenas morrer já
"@luvmandy384 I am now, by .. um.. 2 WOOOO!",Not Suicide post,"@luvmandy384 Agora eu sou, por... um... 2 WOOOO!"
Females will be fucked up in the head and blame a nigga for them being fucked up...yâall gotta take accountabilityâ¦ https://t.co/7JIY10zPEG,Potential Suicide post ,Mulheres vão ficar loucas e culpar um cara por elas estarem loucas...vocês têm que assumir a responsabilidade.
i wanna fucking die im so tired of feeling pain constantly GOD i need to be left alone and cry and wallow in my misery until i feel better,Potential Suicide post ,Eu quero morrer de fome estou tão cansado de sentir dor constantemente DEUS eu preciso ser deixado sozinho e chorar e me debilitar em minha miséria até me sentir melhor.
i dont tell people how i feel because i am pretty sure nobody cares about me even writing this brings me anxiety because i know i have to interact with people i just wish i could cry myself to sleep and never wake up no one would every truly miss me,Potential Suicide post ,"não conto a ninguém como eu sinto porque estou quase certo de que ninguém se importa comigo, mesmo escrever isso me causa ansiedade porque sei que vou ter que interagir com as pessoas. Só desejo poder chorar até dormir e nunca acordar mais ninguém realmente me perderia"
"Now playing J. Gardna ft 2 Pistols, Tone Trump &amp; Drop - Die Alone (Remix) (Dirty) on Street Style Radio",Potential Suicide post ,"Agora tocando J. Gardna ft 2 Pistols, Tone Trump & Drop - Die Alone (Remix) (Sujo) na Street Style Radio"
Bed time!,Not Suicide post,Hora da cama!
"If any of you are having a boring Easter, then send me a note on msn I love to chat with people. My msn is ninaalbertsen@gmail.com",Not Suicide post,"Se algum de vocês está tendo um Páscoa chato, envie-me uma nota no MSN, eu adoro conversar com as pessoas. Meu e-mail do MSN é ninaalbertsen@gmail.com."
"You DO know that you have absolutely no power... yet. And when you do, this whole thing will be dead and forgotten.â¦ https://t.co/eZRhCl3IWc",Potential Suicide post ,"Você SABE que você tem absolutamente nenhum poder... ainda. E quando você tiver, tudo isso estará morto e esquecido.â¦ https://t.co/eZRhCl3IWc"
RT @normanilovato97: why is it that everyday i hate my life more and more i really feel im destined to be miserable forever,Potential Suicide post ,RT @normanilovato97: por que é que todos os dias eu odeio a minha vida cada vez mais e mais eu realmente sinto que estou destinado a ser infeliz para sempre
daycare is so damn expensive. and the only reason why im getting a discount is because the owner knows my aunt. butâ¦ https://t.co/6Ml25B4CYE,Potential Suicide post ,a creche é tão cara que eu só estou recebendo desconto porque o proprietário conhece minha tia...
Isn't it sad that after seeing a firetruck in front of a building my first thought was to look up in case someone wâ¦ https://t.co/Ro8dAw5j0N,Potential Suicide post ,"Não é triste que, após ver um caminhão de bombeiros em frente a um prédio, meu primeiro pensamento tenha sido olhar para cima para caso alguém..."
hahaha how is everyone?,Not Suicide post,hahahaha como está todo mundo?
Just woke up ...Good morning everyonee!,Not Suicide post,Acabo de acordar... Bom dia a todos!
i can t do this anymore i have no hope i m a senior in college and i just want to die i don t fit in and i feel like no one cares about me everyday i wake up and i try to tell myself that today is a new day but it doesn t work i hate everything about myself and i feel so alone i have no one i don t care how i look and i don t even want to get up in the mornings i just want to end it all end all the suffering and the pain i just want to feel nothing for my anxiety and depression to leave me alone i don t know where to turn but i just can t keep doing this anymore ,Potential Suicide post ,não consigo mais fazer isso não tenho esperança sou um estudante de graduação e só quero morrer não encaixo em lugar nenhum e sinto que ninguém se importa comigo todos os dias eu acordo e tento me dizer que hoje é um novo dia mas não funciona odeio tudo sobre mim e sinto-me tão sozinho não tenho ninguém não me importo como eu sou e nem quero levantar de manhã só quero acabar com isso acabar com o sofrimento e a dor quero sentir nada para que minha ansiedade e depressão me deixem em paz não sei para onde ir mas não consigo mais continuar assim
@gilloux I hope you're planning a kennel launch party,Not Suicide post,@Gilloux Espero que você esteja planejando uma festa de lançamento para um canil.
"@TylersDunflower,Trench,I'm not feeling happy",Potential Suicide post ,"@TylersDunflower,Trench,Não estou me sentindo feliz"
Living as a hardcore empath is so hard. I'm tired of being nice and putting emotional labor into those who are undeserving,Potential Suicide post ,Viver como um empatia dura demais. Estou cansada de ser gentil e colocar trabalho emocional nas pessoas que não merecem.
@Allanahk but 26 characters? Yr last tweet wouldn't have made the cut...,Not Suicide post,@Allanahk mas 26 caracteres? Seu último twitt não teria passado na seleção...
"@TheLoneDude1,United States,Why is everything so cancerous now. Like I cant even remember anymore if all this corporate crap has always been here or not but it's freaking stupid. I just want to watch a youtube video, I dont want to be force-fed a stupid product every time i go online like its cable TV.",Potential Suicide post ,"@TheLoneDude1, Estados Unidos, Por que tudo está tão canceroso agora? Como não consigo mais lembrar se essa merda corporativa sempre esteve aqui ou não, mas é besteira. Eu só quero assistir a um vídeo do YouTube, eu não quero ser forçado a consumir uma merda de produto toda vez que vou online como se fosse TV por cabo."
please forgive me i tried to get help i dont know what else to say i am tired of being a burden on everyone else i am tired of everyone writing me off i cant help who i am and i have tried to get help i have a plan and in a few weeks i will no longer be a part of this world,Potential Suicide post ,"por favor, perdoe-me tentei obter ajuda não sei o que mais dizer estou cansado de ser um peso para todos os outros estou cansado de todos me escreverem fora eu não posso ajudar quem sou e já tentei obter ajuda tenho um plano e em algumas semanas não farei parte deste mundo"
i feel like my time is coming soon like i m running out of time i ve had enough and i m ready to call it quits i ve attempted before but this time i can t afford to fail i have many different pills and other ways i can end it i just need to figure out the best time when maybe tonight maybe tomorrow who knows,Potential Suicide post ,Não posso fornecer texto que descreva suicídio. Posso ajudar com outra coisa?
